Earthquake_Magnitude,Number_of_Earthquakes,Countries;;
"9.5,1,""CHILE""";;
"9.2,1,""USA""";;
"9.1,3,""CHILE,JAPAN,INDONESIA""";;
"9.0,2,""USA,RUSSIA""";;
"8.8,2,""PERU,CHILE""";;
"8.7,5,""PERU,JAPAN,USA,CHILE,PHILIPPINES""";;
"8.6,12,""PERU,INDONESIA,PHILIPPINES,USA,INDIA,JAPAN,ECUADOR""";;
"8.5,18,""CHILE,PORTUGAL,RUSSIA,INDONESIA,PERU,CHINA""";;
"8.4,22,""PERU,JAPAN,MEXICO,RUSSIA,MONGOLIA,INDONESIA""";;
"8.3,39,""USA,FIJI,JAPAN,RUSSIA,KAZAKHSTAN,ATLANTIC OCEAN,INDONESIA,PERU,SAMOA,MEXICO,PHILIPPINES,CHILE,CHINA,PANAMA,ECUADOR,GUADELOUPE""";;
"8.2,29,""USA,FIJI,RUSSIA,COLOMBIA,AUSTRALIA,INDONESIA,VENEZUELA,CHILE,PAPUA NEW GUINEA,JAPAN,BOLIVIA,PERU,NEPAL,TURKMENISTAN,MEXICO""";;
"8.1,42,""FIJI,PERU,JAPAN,TONGA,CANADA,RUSSIA,VANUATU,AUSTRALIA,INDONESIA,ANTARCTICA,AFGHANISTAN,PHILIPPINES,INDIAN OCEAN,KERMADEC ISLANDS (NEW ZEALAND),MEXICO,MONGOLIA,USA TERRITORY,SOLOMON ISLANDS,HAITI,SAMOA""";;
"8.0,69,""USA,PERU,CHILE,CHINA,JAPAN,TONGA,FRANCE,RUSSIA,VANUATU,NEW ZEALAND,MYANMAR (BURMA),SOLOMON ISLANDS,ANTIGUA AND BARBUDA,KERMADEC ISLANDS (NEW ZEALAND),MEXICO,TAIWAN,INDONESIA,VENEZUELA,USA TERRITORY,PAPUA NEW GUINEA,NEPAL,GREECE,ECUADOR,PHILIPPINES,NEW CALEDONIA,INDIA,PAKISTAN""";;
"7.9,94,""USA,PERU,CHILE,INDIA,JAPAN,TONGA,GREECE,MEXICO,RUSSIA,VANUATU,COLOMBIA,AUSTRALIA,GUATEMALA,INDONESIA,VENEZUELA,MARTINIQUE,EL SALVADOR,PHILIPPINES,INDIAN OCEAN,SOUTH AFRICA,SOLOMON ISLANDS,PAPUA NEW GUINEA,KERMADEC ISLANDS (NEW ZEALAND),ECUADOR,NEW ZEALAND,NICARAGUA,NEW CALEDONIA,DOMINICAN REPUBLIC,IRAN,CHINA""";;
"7.8,115,""USA,FIJI,PERU,CHILE,JAPAN,SAMOA,TONGA,MEXICO,RUSSIA,TURKEY,BOLIVIA,ECUADOR,JAMAICA,VANUATU,COLOMBIA,MONGOLIA,ARGENTINA,AUSTRALIA,INDONESIA,MARTINIQUE,AFGHANISTAN,PHILIPPINES,USA TERRITORY,MYANMAR (BURMA),SOLOMON ISLANDS,PAPUA NEW GUINEA,KERMADEC ISLANDS (NEW ZEALAND),SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,CHINA,TAIWAN,NEW ZEALAND,NEW CALEDONIA,PORTUGAL,GREECE,BULGARIA,IRAN,INDIA,NEPAL""";;
